tconst,parenttconst,seasonnumber,episodenumber
tt9861168,tt0086744,4,2
tt9861194,tt0086744,4,3
tt9861198,tt0086744,4,4
tt9861206,tt0086744,4,5
tt9861210,tt0086744,4,6
tt9861236,tt0086744,4,8
tt9866622,tt0082201,1,504
tt9867038,tt0086744,5,1
tt9867058,tt0086744,5,2
tt9867078,tt0086744,5,3
tt9867098,tt0086744,5,4
tt9867106,tt0086744,5,5
tt9868864,tt0081857,38,171
tt9868868,tt0081857,38,151
tt9868872,tt0081857,38,152
tt9868874,tt0081857,38,153
tt9868878,tt0081857,38,154
tt9868882,tt0081857,38,155
tt9870422,tt0088581,1,2
tt9870424,tt0088581,1,3
tt9870426,tt0088581,1,4
tt9870428,tt0088581,1,5
tt9870440,tt0088581,1,6
tt9870442,tt0088581,1,7
tt9870444,tt0088581,1,8
tt9870446,tt0088581,1,9
tt9870448,tt0088581,1,10
tt9870474,tt0088581,1,12
tt9870476,tt0088581,1,11
tt9870478,tt0088581,1,13
tt9870480,tt0088581,1,14
tt9870482,tt0088581,1,15
tt9870566,tt0088581,1,16
tt9870568,tt0088581,1,17
tt9870570,tt0088581,1,18
tt9870572,tt0088581,1,19
tt9870574,tt0088581,1,20
tt9870584,tt0088581,1,21
tt9870586,tt0088581,1,22
tt9870588,tt0088581,1,23
tt9870590,tt0088581,1,24
tt9870592,tt0088581,1,25
tt9870816,tt0088581,1,26
tt9870818,tt0088581,1,27
tt9870820,tt0088581,1,28
tt9870822,tt0088581,1,29
tt9870826,tt0088581,1,30
tt9871078,tt0088512,1,403
tt9871158,tt0088581,1,31
tt9871162,tt0088581,1,32
tt9871164,tt0088581,1,33
tt9871166,tt0088581,1,34
tt9871170,tt0088581,1,35
tt9871200,tt0088581,1,36
tt9871202,tt0088581,1,37
tt9871204,tt0088581,1,38
tt9871206,tt0088581,1,39
tt9871208,tt0088581,1,40
tt9871942,tt0088581,1,41
tt9871948,tt0088581,1,42
tt9871950,tt0088581,1,43
tt9871954,tt0088581,1,44
tt9871958,tt0088581,1,45
tt9871980,tt0088581,1,47
tt9871982,tt0088581,1,48
tt9871984,tt0088581,1,49
tt9889356,tt0080277,3,32
tt9891122,tt0080272,1,0
tt9894304,tt0088512,\N,\N
tt9894308,tt0088512,\N,\N
tt9894312,tt0088512,\N,\N
tt9894914,tt0086815,24,7
tt9894936,tt0086815,23,15
tt9894940,tt0086815,23,17
tt9895442,tt0088512,\N,\N
tt9905704,tt0086744,5,9
tt9905714,tt0086744,5,10
tt9905724,tt0086744,5,11
tt9905728,tt0086744,5,12
tt9905732,tt0086744,5,13
tt9907234,tt0081857,38,172
tt9907236,tt0081857,38,157
tt9907238,tt0081857,38,158
tt9907242,tt0081857,38,159
tt9907246,tt0081857,38,160
tt9907254,tt0081857,38,161
